                   1                   0
            0.999507           0.0314108
            0.998027           0.0627905
            0.995562           0.0941083
            0.992115            0.125333
            0.987688            0.156434
            0.982287            0.187381
            0.975917            0.218143
            0.968583             0.24869
            0.960294            0.278991
            0.951057            0.309017
            0.940881            0.338738
            0.929776            0.368125
            0.917755            0.397148
            0.904827            0.425779
            0.891007             0.45399
            0.876307            0.481754
            0.860742            0.509041
            0.844328            0.535827
            0.827081            0.562083
            0.809017            0.587785
            0.790155            0.612907
            0.770513            0.637424
            0.750111            0.661312
            0.728969            0.684547
            0.707107            0.707107
            0.684547            0.728969
            0.661312            0.750111
            0.637424            0.770513
            0.612907            0.790155
            0.587785            0.809017
            0.562083            0.827081
            0.535827            0.844328
            0.509041            0.860742
            0.481754            0.876307
             0.45399            0.891007
            0.425779            0.904827
            0.397148            0.917755
            0.368125            0.929776
            0.338738            0.940881
            0.309017            0.951057
            0.278991            0.960294
             0.24869            0.968583
            0.218143            0.975917
            0.187381            0.982287
            0.156434            0.987688
            0.125333            0.992115
           0.0941083            0.995562
           0.0627905            0.998027
           0.0314108            0.999507
        -1.60812e-16                   1
          -0.0314108            0.999507
          -0.0627905            0.998027
          -0.0941083            0.995562
           -0.125333            0.992115
           -0.156434            0.987688
           -0.187381            0.982287
           -0.218143            0.975917
            -0.24869            0.968583
           -0.278991            0.960294
           -0.309017            0.951057
           -0.338738            0.940881
           -0.368125            0.929776
           -0.397148            0.917755
           -0.425779            0.904827
            -0.45399            0.891007
           -0.481754            0.876307
           -0.509041            0.860742
           -0.535827            0.844328
           -0.562083            0.827081
           -0.587785            0.809017
           -0.612907            0.790155
           -0.637424            0.770513
           -0.661312            0.750111
           -0.684547            0.728969
           -0.707107            0.707107
           -0.728969            0.684547
           -0.750111            0.661312
           -0.770513            0.637424
           -0.790155            0.612907
           -0.809017            0.587785
           -0.827081            0.562083
           -0.844328            0.535827
           -0.860742            0.509041
           -0.876307            0.481754
           -0.891007             0.45399
           -0.904827            0.425779
           -0.917755            0.397148
           -0.929776            0.368125
           -0.940881            0.338738
           -0.951057            0.309017
           -0.960294            0.278991
           -0.968583             0.24869
           -0.975917            0.218143
           -0.982287            0.187381
           -0.987688            0.156434
           -0.992115            0.125333
           -0.995562           0.0941083
           -0.998027           0.0627905
           -0.999507           0.0314108
                  -1        -3.21625e-16
           -0.999507          -0.0314108
           -0.998027          -0.0627905
           -0.995562          -0.0941083
           -0.992115           -0.125333
           -0.987688           -0.156434
           -0.982287           -0.187381
           -0.975917           -0.218143
           -0.968583            -0.24869
           -0.960294           -0.278991
           -0.951057           -0.309017
           -0.940881           -0.338738
           -0.929776           -0.368125
           -0.917755           -0.397148
           -0.904827           -0.425779
           -0.891007            -0.45399
           -0.876307           -0.481754
           -0.860742           -0.509041
           -0.844328           -0.535827
           -0.827081           -0.562083
           -0.809017           -0.587785
           -0.790155           -0.612907
           -0.770513           -0.637424
           -0.750111           -0.661312
           -0.728969           -0.684547
           -0.707107           -0.707107
           -0.684547           -0.728969
           -0.661312           -0.750111
           -0.637424           -0.770513
           -0.612907           -0.790155
           -0.587785           -0.809017
           -0.562083           -0.827081
           -0.535827           -0.844328
           -0.509041           -0.860742
           -0.481754           -0.876307
            -0.45399           -0.891007
           -0.425779           -0.904827
           -0.397148           -0.917755
           -0.368125           -0.929776
           -0.338738           -0.940881
           -0.309017           -0.951057
           -0.278991           -0.960294
            -0.24869           -0.968583
           -0.218143           -0.975917
           -0.187381           -0.982287
           -0.156434           -0.987688
           -0.125333           -0.992115
          -0.0941083           -0.995562
          -0.0627905           -0.998027
          -0.0314108           -0.999507
        -1.83697e-16                  -1
           0.0314108           -0.999507
           0.0627905           -0.998027
           0.0941083           -0.995562
            0.125333           -0.992115
            0.156434           -0.987688
            0.187381           -0.982287
            0.218143           -0.975917
             0.24869           -0.968583
            0.278991           -0.960294
            0.309017           -0.951057
            0.338738           -0.940881
            0.368125           -0.929776
            0.397148           -0.917755
            0.425779           -0.904827
             0.45399           -0.891007
            0.481754           -0.876307
            0.509041           -0.860742
            0.535827           -0.844328
            0.562083           -0.827081
            0.587785           -0.809017
            0.612907           -0.790155
            0.637424           -0.770513
            0.661312           -0.750111
            0.684547           -0.728969
            0.707107           -0.707107
            0.728969           -0.684547
            0.750111           -0.661312
            0.770513           -0.637424
            0.790155           -0.612907
            0.809017           -0.587785
            0.827081           -0.562083
            0.844328           -0.535827
            0.860742           -0.509041
            0.876307           -0.481754
            0.891007            -0.45399
            0.904827           -0.425779
            0.917755           -0.397148
            0.929776           -0.368125
            0.940881           -0.338738
            0.951057           -0.309017
            0.960294           -0.278991
            0.968583            -0.24869
            0.975917           -0.218143
            0.982287           -0.187381
            0.987688           -0.156434
            0.992115           -0.125333
            0.995562          -0.0941083
            0.998027          -0.0627905
            0.999507          -0.0314108
